id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
21464,10.0,,3.0,1.0,Yes,3.0,2.0,
2123,3.0,No,5.0,5.0,No,,6.0,Extrovert
2907,1.0,No,9.0,3.0,No,10.0,8.0,Extrovert
21850,3.0,No,4.0,4.0,No,15.0,9.0,
9698,1.0,No,6.0,6.0,No,7.0,6.0,Extrovert
3608,4.0,No,7.0,,No,11.0,8.0,Extrovert
23713,2.0,No,7.0,3.0,No,,5.0,
3748,1.0,No,5.0,3.0,No,11.0,6.0,Extrovert
9732,2.0,No,9.0,,No,6.0,3.0,Extrovert
5649,3.0,No,9.0,5.0,,7.0,5.0,Extrovert
6402,,No,6.0,5.0,No,12.0,4.0,Extrovert
9377,0.0,No,7.0,3.0,No,10.0,8.0,Extrovert
11062,9.0,Yes,,0.0,Yes,1.0,0.0,Introvert
22639,1.0,No,8.0,7.0,No,9.0,6.0,
14945,0.0,No,4.0,4.0,No,13.0,3.0,Extrovert
254,,No,8.0,4.0,No,11.0,7.0,Extrovert
13837,2.0,No,5.0,6.0,No,11.0,6.0,Extrovert
14716,10.0,Yes,0.0,,Yes,3.0,2.0,Introvert
9395,4.0,No,4.0,4.0,No,10.0,5.0,Extrovert
13112,1.0,No,7.0,7.0,No,10.0,4.0,Extrovert
3076,6.0,Yes,2.0,2.0,Yes,,,Introvert
13233,9.0,Yes,,2.0,Yes,4.0,2.0,Introvert
6577,,No,7.0,4.0,No,6.0,6.0,Extrovert
5785,4.0,No,7.0,6.0,No,13.0,8.0,Extrovert
22943,8.0,Yes,3.0,4.0,Yes,1.0,1.0,
17175,0.0,No,8.0,7.0,No,10.0,3.0,Extrovert
22615,3.0,No,9.0,6.0,No,14.0,3.0,
16511,2.0,No,6.0,3.0,No,6.0,4.0,Extrovert
8238,10.0,Yes,0.0,3.0,Yes,5.0,1.0,Introvert
23434,0.0,No,4.0,5.0,No,,9.0,
17809,2.0,No,,5.0,No,,8.0,Extrovert
10553,1.0,No,7.0,,No,4.0,6.0,Extrovert
3689,2.0,,9.0,5.0,No,10.0,9.0,Extrovert
5647,2.0,No,9.0,6.0,No,11.0,3.0,Extrovert
1501,8.0,,2.0,1.0,Yes,3.0,2.0,Introvert
16421,,Yes,0.0,1.0,Yes,5.0,,Introvert
21491,1.0,No,4.0,7.0,No,11.0,4.0,
21026,3.0,No,5.0,4.0,No,14.0,10.0,
3779,3.0,No,8.0,3.0,No,13.0,7.0,Extrovert
7856,2.0,,7.0,3.0,No,15.0,3.0,Extrovert
18402,2.0,No,6.0,6.0,No,9.0,10.0,Extrovert
1520,1.0,No,2.0,4.0,No,14.0,1.0,Extrovert
24091,2.0,No,7.0,,No,8.0,3.0,
5365,6.0,Yes,3.0,0.0,Yes,4.0,2.0,Introvert
16886,5.0,Yes,0.0,1.0,,3.0,2.0,Introvert
18965,0.0,No,6.0,7.0,No,7.0,6.0,
12860,3.0,,7.0,,No,,9.0,Extrovert
16008,3.0,No,7.0,4.0,No,15.0,4.0,Extrovert
19497,0.0,No,6.0,7.0,No,7.0,7.0,
17750,9.0,Yes,1.0,1.0,Yes,5.0,3.0,Extrovert
9494,3.0,No,9.0,,No,12.0,9.0,Extrovert
5442,1.0,No,9.0,3.0,No,5.0,8.0,Extrovert
12111,2.0,No,3.0,6.0,No,9.0,6.0,Extrovert
22427,,No,9.0,7.0,No,11.0,5.0,
3956,,No,5.0,4.0,No,14.0,5.0,Extrovert
116,1.0,No,4.0,5.0,No,8.0,6.0,Extrovert
6861,,No,8.0,3.0,No,10.0,4.0,Extrovert
20866,6.0,Yes,,0.0,Yes,0.0,0.0,
17522,5.0,Yes,2.0,1.0,,4.0,2.0,Introvert
21202,7.0,,,0.0,Yes,0.0,1.0,
2508,0.0,No,4.0,6.0,No,9.0,3.0,Extrovert
23181,0.0,No,8.0,3.0,No,7.0,4.0,
17741,8.0,Yes,0.0,1.0,Yes,0.0,3.0,Introvert
23490,3.0,No,9.0,5.0,,14.0,7.0,
16983,2.0,No,4.0,5.0,No,11.0,7.0,Extrovert
18879,7.0,Yes,,1.0,Yes,1.0,1.0,
20401,2.0,No,4.0,5.0,No,14.0,4.0,
2235,3.0,No,8.0,7.0,No,15.0,6.0,Extrovert
5988,,No,4.0,5.0,No,4.0,9.0,Extrovert
4364,8.0,Yes,3.0,3.0,Yes,0.0,0.0,Introvert
13656,,No,4.0,7.0,No,10.0,8.0,Extrovert
3737,11.0,Yes,3.0,2.0,Yes,1.0,0.0,Introvert
19020,3.0,No,9.0,5.0,,13.0,9.0,
9296,2.0,No,6.0,4.0,No,9.0,,Extrovert
2267,3.0,No,7.0,7.0,No,15.0,3.0,Extrovert
22525,9.0,,3.0,0.0,Yes,3.0,0.0,
14964,0.0,,8.0,4.0,No,12.0,7.0,Extrovert
10833,3.0,No,7.0,3.0,No,9.0,6.0,Extrovert
8233,0.0,No,4.0,,No,15.0,7.0,Introvert
4900,4.0,No,8.0,5.0,No,9.0,7.0,Extrovert
5864,0.0,No,9.0,7.0,No,10.0,6.0,Extrovert
10764,0.0,No,7.0,3.0,,10.0,4.0,Extrovert
10449,8.0,,2.0,0.0,Yes,2.0,2.0,Introvert
24436,4.0,Yes,1.0,0.0,Yes,4.0,,
16807,1.0,No,8.0,7.0,No,13.0,4.0,Extrovert
20279,10.0,Yes,1.0,1.0,Yes,,2.0,
19000,0.0,No,3.0,3.0,No,4.0,7.0,
17113,3.0,No,,5.0,No,8.0,8.0,Extrovert
4967,7.0,,1.0,1.0,Yes,1.0,0.0,Introvert
3991,4.0,Yes,3.0,,Yes,4.0,2.0,Introvert
20350,1.0,No,5.0,5.0,No,14.0,10.0,
13784,2.0,No,8.0,6.0,No,10.0,5.0,Extrovert
1238,2.0,No,9.0,3.0,No,5.0,4.0,Extrovert
4947,0.0,No,8.0,6.0,No,5.0,6.0,Extrovert
13678,1.0,No,6.0,6.0,No,15.0,9.0,Extrovert
16281,8.0,Yes,3.0,1.0,Yes,1.0,,Introvert
9938,3.0,No,8.0,,No,15.0,9.0,Extrovert
19225,4.0,Yes,,0.0,Yes,1.0,0.0,
3306,10.0,Yes,0.0,0.0,Yes,0.0,3.0,Introvert
18184,0.0,No,7.0,6.0,No,3.0,6.0,Extrovert
11890,0.0,No,10.0,5.0,No,6.0,8.0,Extrovert
14846,2.0,,7.0,4.0,No,11.0,3.0,Extrovert
22699,0.0,No,,7.0,No,14.0,6.0,
9619,9.0,,0.0,0.0,Yes,3.0,0.0,Introvert
20195,0.0,No,4.0,3.0,,8.0,8.0,
14673,1.0,No,6.0,4.0,No,9.0,,Extrovert
22734,2.0,No,6.0,5.0,,7.0,8.0,
17415,3.0,No,7.0,3.0,No,12.0,4.0,Extrovert
12850,8.0,Yes,1.0,3.0,Yes,3.0,3.0,Introvert
3070,0.0,No,7.0,5.0,No,12.0,10.0,Extrovert
17454,5.0,Yes,0.0,3.0,Yes,4.0,2.0,Extrovert
2467,,No,4.0,5.0,No,8.0,4.0,Extrovert
17743,0.0,No,9.0,5.0,No,7.0,3.0,Extrovert
22405,0.0,No,3.0,4.0,No,10.0,3.0,
13161,2.0,No,9.0,5.0,No,5.0,9.0,Extrovert
22712,2.0,No,9.0,5.0,No,10.0,,
5182,2.0,No,4.0,4.0,No,6.0,8.0,Extrovert
18920,0.0,No,8.0,4.0,No,6.0,10.0,
19139,1.0,No,8.0,7.0,No,13.0,,
6642,3.0,No,9.0,6.0,No,14.0,5.0,Extrovert
19216,,No,9.0,3.0,No,,8.0,
4196,1.0,No,9.0,,No,12.0,9.0,Extrovert
11608,7.0,,2.0,2.0,Yes,1.0,1.0,Extrovert
16851,9.0,Yes,0.0,2.0,,5.0,2.0,Introvert
8978,0.0,,8.0,4.0,No,14.0,3.0,Extrovert
466,2.0,No,10.0,6.0,No,9.0,9.0,Extrovert
6749,2.0,No,9.0,4.0,No,14.0,6.0,Extrovert
19337,3.0,No,3.0,5.0,No,10.0,7.0,
1349,3.0,No,9.0,6.0,No,10.0,5.0,Extrovert
532,1.0,No,5.0,4.0,No,,3.0,Extrovert
20024,2.0,No,,5.0,No,,9.0,
2714,0.0,No,7.0,3.0,No,9.0,9.0,Extrovert
12128,0.0,No,,6.0,No,14.0,5.0,Extrovert
13738,2.0,No,9.0,4.0,No,15.0,6.0,Extrovert
4861,3.0,No,9.0,4.0,No,13.0,10.0,Extrovert
14060,0.0,No,5.0,5.0,No,5.0,,Extrovert
8061,5.0,Yes,2.0,0.0,Yes,3.0,2.0,Introvert
14130,7.0,Yes,1.0,,Yes,3.0,1.0,Introvert
14333,5.0,Yes,1.0,1.0,Yes,3.0,3.0,Introvert
13301,2.0,No,7.0,4.0,No,5.0,8.0,Extrovert
563,,No,6.0,3.0,No,10.0,5.0,Extrovert
20047,11.0,Yes,2.0,3.0,Yes,2.0,0.0,
5849,11.0,No,6.0,5.0,No,,9.0,Introvert
15490,0.0,No,5.0,4.0,No,7.0,6.0,Extrovert
3941,3.0,,9.0,4.0,No,9.0,5.0,Extrovert
11749,6.0,Yes,0.0,0.0,,2.0,1.0,Introvert
20766,11.0,Yes,0.0,0.0,Yes,1.0,0.0,
8452,,No,8.0,6.0,No,11.0,3.0,Introvert
4193,0.0,No,5.0,7.0,No,10.0,4.0,Extrovert
16383,,No,6.0,5.0,No,5.0,5.0,Extrovert
14613,2.0,No,4.0,,No,14.0,7.0,Extrovert
13838,8.0,,0.0,2.0,Yes,2.0,2.0,Introvert
119,10.0,Yes,,2.0,Yes,4.0,0.0,Introvert
19541,3.0,No,7.0,,No,7.0,4.0,
22551,3.0,,5.0,7.0,No,9.0,3.0,
16153,3.0,No,9.0,4.0,No,3.0,4.0,Extrovert
2462,11.0,Yes,1.0,2.0,,1.0,3.0,Introvert
3426,3.0,No,4.0,3.0,No,7.0,4.0,Extrovert
23769,3.0,No,9.0,6.0,,12.0,7.0,
2021,5.0,Yes,1.0,1.0,Yes,3.0,2.0,Introvert
9613,5.0,Yes,1.0,0.0,Yes,5.0,,Introvert
5369,9.0,Yes,0.0,2.0,Yes,4.0,2.0,Introvert
4099,,No,7.0,4.0,No,13.0,3.0,Extrovert
5567,9.0,Yes,0.0,2.0,Yes,3.0,3.0,Introvert
7135,4.0,Yes,2.0,1.0,Yes,,2.0,Introvert
4479,11.0,Yes,1.0,1.0,Yes,2.0,1.0,Introvert
2051,0.0,No,4.0,5.0,No,15.0,2.0,Extrovert
12054,2.0,No,5.0,6.0,No,4.0,8.0,Extrovert
512,,No,9.0,6.0,No,11.0,8.0,Extrovert
1423,0.0,No,,4.0,No,10.0,5.0,Extrovert
13487,3.0,No,4.0,7.0,No,6.0,8.0,Extrovert
9447,0.0,No,9.0,7.0,No,7.0,3.0,Extrovert
14,3.0,No,6.0,4.0,No,9.0,,Extrovert
18550,2.0,No,7.0,5.0,No,10.0,7.0,
4778,3.0,No,5.0,6.0,,8.0,9.0,Extrovert
16811,2.0,No,8.0,6.0,No,,8.0,Extrovert
19230,3.0,No,4.0,7.0,No,10.0,9.0,
10092,0.0,No,8.0,6.0,,8.0,8.0,Extrovert
13509,8.0,,2.0,1.0,,2.0,0.0,Introvert
1696,2.0,No,8.0,4.0,No,5.0,5.0,Extrovert
4799,6.0,Yes,1.0,3.0,Yes,3.0,2.0,Introvert
13719,1.0,No,6.0,,No,7.0,3.0,Extrovert
9847,11.0,Yes,3.0,0.0,,3.0,2.0,Introvert
21916,1.0,No,3.0,7.0,No,6.0,8.0,
22091,0.0,No,8.0,4.0,No,15.0,3.0,
9838,2.0,No,7.0,4.0,,7.0,9.0,Extrovert
16919,,No,9.0,6.0,No,12.0,6.0,Extrovert
7560,3.0,No,7.0,3.0,No,10.0,8.0,Extrovert
18114,4.0,Yes,0.0,2.0,,4.0,0.0,Introvert
15501,5.0,Yes,2.0,,Yes,5.0,3.0,Introvert
19440,3.0,No,9.0,6.0,No,6.0,9.0,
14665,0.0,No,9.0,6.0,No,11.0,10.0,Extrovert
22526,3.0,No,4.0,6.0,No,4.0,5.0,
3438,8.0,Yes,0.0,1.0,Yes,2.0,,Introvert
7939,1.0,No,5.0,5.0,No,12.0,3.0,Extrovert
1427,0.0,No,5.0,4.0,No,10.0,,Extrovert
21163,0.0,No,4.0,3.0,No,6.0,4.0,
16523,1.0,No,6.0,4.0,No,11.0,9.0,Extrovert
5301,,No,9.0,4.0,No,13.0,7.0,Extrovert
4048,2.0,No,4.0,3.0,,12.0,7.0,Extrovert
14487,8.0,Yes,0.0,2.0,Yes,1.0,,Introvert
7570,4.0,No,9.0,6.0,No,8.0,7.0,Extrovert
17644,2.0,No,8.0,,No,11.0,3.0,Extrovert
9631,1.0,No,9.0,5.0,No,8.0,4.0,Extrovert
22073,,No,7.0,4.0,No,7.0,9.0,
17019,2.0,No,5.0,6.0,No,6.0,6.0,Extrovert
7387,8.0,,1.0,1.0,Yes,4.0,,Introvert
5587,2.0,No,5.0,5.0,No,7.0,8.0,Extrovert
15149,0.0,,4.0,6.0,No,7.0,5.0,Introvert
21724,2.0,No,6.0,7.0,No,12.0,7.0,
24222,10.0,Yes,0.0,3.0,Yes,3.0,3.0,
16000,,No,9.0,3.0,No,15.0,7.0,Extrovert
24347,3.0,,7.0,3.0,No,12.0,4.0,
17473,2.0,No,8.0,3.0,No,11.0,6.0,Extrovert
20892,2.0,No,7.0,,No,10.0,5.0,
7272,3.0,,7.0,3.0,No,5.0,8.0,Extrovert
8636,3.0,No,5.0,4.0,No,,3.0,Extrovert
7729,8.0,,2.0,1.0,Yes,1.0,0.0,Introvert
10867,0.0,No,4.0,5.0,No,6.0,,Extrovert
21967,3.0,No,5.0,4.0,No,7.0,6.0,
199,3.0,No,8.0,4.0,No,,3.0,Extrovert
3145,2.0,No,7.0,7.0,No,9.0,4.0,Extrovert
10543,,No,4.0,5.0,No,7.0,4.0,Extrovert
11597,5.0,Yes,2.0,3.0,Yes,1.0,2.0,Introvert
9088,3.0,No,,3.0,No,11.0,9.0,Extrovert
16914,5.0,Yes,3.0,1.0,Yes,,1.0,Introvert
7705,3.0,No,9.0,6.0,No,11.0,7.0,Extrovert
11973,4.0,No,3.0,7.0,No,9.0,7.0,Extrovert
1069,2.0,No,7.0,7.0,No,11.0,6.0,Extrovert
4728,,Yes,2.0,1.0,Yes,3.0,2.0,Introvert
21527,3.0,No,7.0,6.0,No,15.0,5.0,
13240,9.0,Yes,1.0,,Yes,3.0,0.0,Introvert
7350,7.0,Yes,5.0,1.0,Yes,4.0,0.0,Introvert
20953,0.0,No,8.0,7.0,No,6.0,4.0,
5987,3.0,No,5.0,5.0,,14.0,8.0,Extrovert
17921,1.0,No,9.0,4.0,No,6.0,8.0,Extrovert
18852,2.0,No,8.0,4.0,No,15.0,5.0,
20620,11.0,Yes,,1.0,Yes,5.0,0.0,
7476,1.0,No,6.0,6.0,No,9.0,5.0,Extrovert
10943,2.0,No,4.0,,No,15.0,7.0,Extrovert
15926,1.0,No,4.0,7.0,No,13.0,7.0,Extrovert
13616,1.0,No,4.0,7.0,No,,7.0,Extrovert
24475,,,0.0,2.0,Yes,3.0,2.0,
17316,2.0,No,7.0,5.0,No,9.0,3.0,Extrovert
1992,3.0,No,4.0,3.0,No,6.0,5.0,Extrovert
20787,3.0,No,9.0,6.0,,6.0,3.0,
14597,1.0,No,5.0,6.0,No,11.0,10.0,Extrovert
19921,0.0,No,7.0,3.0,No,5.0,5.0,
7139,3.0,No,7.0,3.0,No,11.0,4.0,Extrovert
15147,3.0,No,8.0,,No,11.0,7.0,Extrovert
2239,11.0,Yes,3.0,0.0,Yes,2.0,3.0,Introvert
10218,3.0,No,10.0,6.0,No,7.0,7.0,Extrovert
12309,1.0,No,10.0,4.0,No,11.0,5.0,Extrovert
17403,0.0,No,,4.0,No,10.0,8.0,Extrovert
15975,6.0,Yes,3.0,1.0,Yes,0.0,2.0,Introvert
5498,1.0,,5.0,7.0,No,8.0,6.0,Extrovert
6042,2.0,No,9.0,,No,10.0,5.0,Extrovert
4993,0.0,No,9.0,,No,11.0,,Extrovert
11944,0.0,No,4.0,6.0,No,11.0,10.0,Extrovert
799,3.0,No,6.0,3.0,No,14.0,3.0,Extrovert
4661,,No,6.0,5.0,No,12.0,8.0,Extrovert
12469,2.0,No,7.0,3.0,No,9.0,5.0,Extrovert
165,6.0,Yes,,0.0,Yes,,1.0,Introvert
2895,4.0,No,10.0,6.0,No,7.0,5.0,Extrovert
20664,4.0,Yes,0.0,1.0,,5.0,2.0,
22716,3.0,No,6.0,6.0,,7.0,6.0,
22614,1.0,No,5.0,,No,9.0,3.0,
22479,1.0,No,5.0,4.0,No,4.0,6.0,
16324,,No,5.0,6.0,No,15.0,9.0,Extrovert
17105,7.0,Yes,3.0,1.0,Yes,5.0,3.0,Introvert
13432,1.0,No,8.0,6.0,No,,4.0,Extrovert
20088,0.0,No,5.0,6.0,No,6.0,8.0,
1013,2.0,No,7.0,7.0,No,3.0,9.0,Extrovert
15676,10.0,No,7.0,6.0,No,5.0,6.0,Introvert
7822,2.0,,8.0,3.0,No,9.0,3.0,Extrovert
22368,3.0,No,9.0,3.0,No,13.0,10.0,
4412,5.0,No,8.0,5.0,No,11.0,10.0,Extrovert
12995,2.0,No,5.0,6.0,No,15.0,5.0,Extrovert
18340,2.0,No,6.0,6.0,No,13.0,9.0,Extrovert
4547,3.0,,9.0,6.0,No,8.0,9.0,Extrovert
10841,0.0,No,7.0,6.0,No,13.0,6.0,Extrovert
5896,6.0,Yes,1.0,1.0,Yes,3.0,,Introvert
9785,0.0,No,7.0,7.0,No,6.0,5.0,Extrovert
13115,6.0,Yes,3.0,1.0,Yes,4.0,,Introvert
20879,4.0,No,5.0,7.0,No,13.0,5.0,
14721,9.0,Yes,2.0,1.0,Yes,4.0,,Introvert
23819,1.0,No,7.0,4.0,No,,10.0,
8667,3.0,No,9.0,5.0,No,13.0,6.0,Extrovert
5881,5.0,,2.0,0.0,Yes,2.0,0.0,Introvert
2555,1.0,No,7.0,6.0,No,12.0,9.0,Extrovert
2501,3.0,No,4.0,3.0,No,12.0,8.0,Extrovert
9353,,No,8.0,3.0,No,9.0,4.0,Extrovert
13137,3.0,No,9.0,4.0,No,14.0,10.0,Extrovert
7669,0.0,No,3.0,7.0,No,4.0,8.0,Extrovert
5755,1.0,No,7.0,4.0,No,,4.0,Extrovert
4443,6.0,Yes,3.0,2.0,,5.0,1.0,Introvert
23600,1.0,No,5.0,3.0,No,8.0,6.0,
12847,1.0,No,8.0,3.0,No,10.0,4.0,Extrovert
19485,4.0,No,5.0,7.0,No,14.0,7.0,
22877,0.0,,4.0,5.0,No,11.0,3.0,
12336,3.0,No,9.0,7.0,No,13.0,5.0,Extrovert
14844,9.0,Yes,0.0,1.0,Yes,,0.0,Introvert
6481,11.0,Yes,1.0,,Yes,4.0,0.0,Introvert
3874,1.0,No,8.0,7.0,No,15.0,5.0,Extrovert
3118,8.0,Yes,3.0,1.0,,1.0,0.0,Introvert
23363,2.0,No,5.0,3.0,No,10.0,10.0,
15425,0.0,No,6.0,4.0,No,12.0,8.0,Extrovert
20135,5.0,Yes,1.0,0.0,Yes,5.0,3.0,
19042,9.0,Yes,2.0,0.0,,4.0,0.0,
659,1.0,No,,6.0,No,8.0,9.0,Extrovert
462,5.0,Yes,0.0,,Yes,2.0,2.0,Introvert
6793,2.0,No,6.0,5.0,No,8.0,5.0,Extrovert
8115,0.0,No,9.0,6.0,No,11.0,6.0,Extrovert
16809,2.0,No,8.0,6.0,No,5.0,10.0,Extrovert
22552,6.0,Yes,1.0,0.0,,5.0,0.0,
9600,4.0,Yes,,2.0,Yes,2.0,0.0,Introvert
14481,8.0,Yes,1.0,2.0,,3.0,2.0,Introvert
5060,,Yes,0.0,0.0,Yes,0.0,,Introvert
10758,3.0,No,5.0,3.0,No,13.0,8.0,Extrovert
7949,1.0,No,3.0,6.0,No,12.0,3.0,Extrovert
6349,0.0,No,7.0,6.0,No,11.0,9.0,Extrovert
15078,1.0,No,4.0,3.0,No,13.0,3.0,Extrovert
16976,1.0,No,6.0,4.0,,13.0,5.0,Introvert
3427,,Yes,1.0,0.0,Yes,1.0,0.0,Introvert
13056,1.0,No,3.0,4.0,No,6.0,3.0,Extrovert
17680,2.0,No,2.0,7.0,No,6.0,4.0,Extrovert
3665,4.0,Yes,1.0,1.0,Yes,0.0,2.0,Introvert
2669,7.0,Yes,2.0,2.0,Yes,2.0,,Introvert
1385,0.0,No,4.0,,No,10.0,7.0,Extrovert
1441,6.0,Yes,3.0,1.0,Yes,0.0,,Introvert
18476,1.0,No,9.0,4.0,No,11.0,6.0,Extrovert
9275,1.0,No,5.0,6.0,,10.0,9.0,Extrovert
12192,2.0,No,10.0,7.0,No,15.0,4.0,Extrovert
23223,1.0,No,7.0,6.0,No,8.0,3.0,
16019,3.0,No,5.0,4.0,No,,6.0,Extrovert
6124,,No,8.0,5.0,No,6.0,7.0,Extrovert
4446,2.0,No,7.0,5.0,No,14.0,,Extrovert
22017,2.0,No,9.0,6.0,No,,4.0,
15234,11.0,Yes,3.0,0.0,,3.0,0.0,Introvert
20984,8.0,Yes,3.0,1.0,Yes,4.0,0.0,
13355,0.0,No,6.0,,No,5.0,3.0,Extrovert
16519,3.0,No,8.0,6.0,No,6.0,4.0,Extrovert
11337,0.0,No,5.0,,No,10.0,3.0,Extrovert
6918,11.0,Yes,1.0,2.0,Yes,5.0,0.0,Introvert
21195,2.0,No,9.0,5.0,No,15.0,6.0,
14184,3.0,Yes,2.0,2.0,Yes,5.0,0.0,Introvert
8244,3.0,No,4.0,7.0,No,13.0,5.0,Extrovert
9261,,No,8.0,3.0,No,6.0,5.0,Extrovert
775,9.0,Yes,,2.0,Yes,0.0,0.0,Introvert
14253,,No,9.0,5.0,No,12.0,4.0,Extrovert
21897,0.0,No,9.0,3.0,No,8.0,4.0,
17121,4.0,,,2.0,Yes,3.0,2.0,Introvert
9367,2.0,No,8.0,,No,5.0,5.0,Extrovert
12799,9.0,Yes,3.0,0.0,Yes,2.0,1.0,Introvert
13174,1.0,No,6.0,4.0,No,6.0,8.0,Extrovert
18444,0.0,No,3.0,3.0,No,6.0,9.0,Extrovert
13732,1.0,No,5.0,,No,10.0,4.0,Extrovert
2167,1.0,No,9.0,6.0,No,13.0,3.0,Extrovert
13455,3.0,No,4.0,5.0,No,10.0,,Extrovert
7819,3.0,No,7.0,4.0,No,7.0,3.0,Extrovert
22875,1.0,No,5.0,7.0,No,14.0,3.0,
7965,4.0,No,8.0,6.0,No,14.0,9.0,Extrovert
12232,,Yes,1.0,0.0,Yes,2.0,,Introvert
14393,1.0,No,7.0,3.0,No,6.0,8.0,Extrovert
11392,1.0,No,7.0,3.0,No,5.0,9.0,Extrovert
2180,9.0,Yes,0.0,1.0,Yes,3.0,0.0,Introvert
9655,9.0,Yes,2.0,,Yes,4.0,2.0,Introvert
7825,2.0,No,8.0,5.0,No,8.0,10.0,Extrovert
17586,0.0,No,4.0,5.0,No,13.0,6.0,Extrovert
24300,6.0,Yes,,1.0,Yes,3.0,2.0,
21048,2.0,No,7.0,6.0,No,15.0,6.0,
8040,1.0,No,7.0,4.0,No,6.0,6.0,Extrovert
2095,1.0,No,7.0,5.0,No,7.0,4.0,Extrovert
19464,1.0,No,9.0,7.0,No,8.0,5.0,
24665,1.0,No,7.0,3.0,No,10.0,9.0,
14490,2.0,,4.0,3.0,,13.0,6.0,Extrovert
5445,0.0,No,4.0,3.0,No,14.0,5.0,Extrovert
3346,3.0,No,3.0,3.0,No,10.0,8.0,Extrovert
9276,6.0,Yes,0.0,2.0,Yes,3.0,1.0,Introvert
5791,1.0,No,,3.0,No,7.0,4.0,Extrovert
21374,1.0,No,3.0,6.0,No,6.0,7.0,
24182,1.0,No,8.0,6.0,No,4.0,3.0,
16069,3.0,No,9.0,3.0,No,14.0,7.0,Extrovert
5763,0.0,No,3.0,3.0,No,4.0,9.0,Extrovert
19801,3.0,No,4.0,5.0,No,9.0,3.0,
13628,1.0,No,5.0,,No,8.0,5.0,Extrovert
13194,0.0,,9.0,5.0,No,14.0,9.0,Extrovert
2255,3.0,No,8.0,5.0,No,14.0,7.0,Extrovert
15921,3.0,No,,,No,10.0,4.0,Extrovert
5528,0.0,No,6.0,6.0,No,11.0,7.0,Extrovert
7839,2.0,No,5.0,5.0,No,11.0,4.0,Extrovert
1742,3.0,,9.0,4.0,No,13.0,6.0,Extrovert
17742,2.0,No,6.0,,No,12.0,3.0,Extrovert
2247,,No,7.0,3.0,No,8.0,6.0,Extrovert
15404,11.0,Yes,2.0,1.0,,4.0,0.0,Introvert
11136,3.0,,6.0,5.0,No,8.0,3.0,Extrovert
23142,5.0,Yes,0.0,2.0,Yes,4.0,2.0,
12284,3.0,No,10.0,5.0,No,13.0,9.0,Extrovert
18616,1.0,No,8.0,7.0,No,6.0,10.0,
8563,2.0,No,7.0,,No,6.0,5.0,Extrovert
6722,2.0,No,6.0,4.0,No,11.0,8.0,Extrovert
15105,1.0,No,3.0,6.0,No,15.0,8.0,Extrovert
5743,10.0,Yes,0.0,2.0,Yes,5.0,3.0,Introvert
5593,3.0,No,6.0,7.0,No,8.0,3.0,Extrovert
14996,2.0,No,,6.0,No,8.0,9.0,Extrovert
21269,4.0,No,9.0,6.0,No,12.0,4.0,
6397,0.0,,7.0,3.0,No,15.0,6.0,Extrovert
19470,0.0,No,7.0,5.0,No,12.0,4.0,
6967,2.0,No,5.0,7.0,No,10.0,8.0,Extrovert
1458,2.0,No,8.0,,No,15.0,9.0,Extrovert
8785,6.0,,0.0,2.0,Yes,4.0,0.0,Introvert
9693,4.0,No,7.0,6.0,No,7.0,3.0,Extrovert
9393,4.0,No,9.0,3.0,No,11.0,7.0,Extrovert
11222,7.0,Yes,0.0,0.0,Yes,1.0,1.0,Introvert
10626,4.0,Yes,,3.0,Yes,2.0,2.0,Introvert
6288,0.0,No,9.0,5.0,No,9.0,5.0,Extrovert
3441,0.0,No,8.0,4.0,No,5.0,10.0,Extrovert
21610,,No,7.0,6.0,No,12.0,7.0,
4109,3.0,No,6.0,4.0,No,6.0,6.0,Extrovert
4919,0.0,No,6.0,3.0,No,9.0,7.0,Extrovert
22246,0.0,No,9.0,3.0,No,5.0,8.0,
3417,0.0,No,,3.0,No,6.0,4.0,Extrovert
20884,10.0,Yes,0.0,2.0,Yes,5.0,0.0,
11721,2.0,,5.0,3.0,No,12.0,5.0,Extrovert
16205,0.0,No,5.0,4.0,No,8.0,8.0,Extrovert
14813,9.0,Yes,0.0,0.0,Yes,4.0,2.0,Extrovert
22126,0.0,No,4.0,3.0,No,9.0,,
17417,9.0,Yes,,2.0,Yes,1.0,3.0,Introvert
1879,3.0,No,6.0,3.0,No,11.0,,Extrovert
19074,3.0,No,7.0,3.0,No,15.0,4.0,
5370,1.0,No,8.0,7.0,No,13.0,10.0,Extrovert
20734,0.0,No,7.0,6.0,No,,4.0,
9713,3.0,No,4.0,5.0,No,4.0,5.0,Extrovert
1582,7.0,Yes,2.0,0.0,Yes,0.0,2.0,Extrovert
17676,3.0,No,4.0,5.0,No,14.0,3.0,Extrovert
10104,0.0,No,7.0,6.0,No,6.0,,Extrovert
2154,2.0,No,8.0,,No,10.0,8.0,Extrovert
19685,0.0,No,9.0,7.0,No,12.0,8.0,
18152,6.0,Yes,,2.0,,,0.0,Introvert
8672,3.0,No,5.0,4.0,No,8.0,3.0,Extrovert
11745,2.0,No,6.0,5.0,No,14.0,3.0,Extrovert
14527,9.0,,,2.0,Yes,2.0,0.0,Introvert
7765,2.0,No,4.0,4.0,No,5.0,4.0,Extrovert
15986,2.0,No,7.0,,No,7.0,7.0,Extrovert
2908,2.0,,8.0,4.0,No,11.0,7.0,Extrovert
